lable,landmark_0_x,landmark_0_y,landmark_1_x,landmark_1_y,landmark_2_x,landmark_2_y,landmark_3_x,landmark_3_y,landmark_4_x,landmark_4_y,landmark_5_x,landmark_5_y,landmark_6_x,landmark_6_y,landmark_7_x,landmark_7_y,landmark_8_x,landmark_8_y,landmark_9_x,landmark_9_y,landmark_10_x,landmark_10_y,landmark_11_x,landmark_11_y,landmark_12_x,landmark_12_y,landmark_13_x,landmark_13_y,landmark_14_x,landmark_14_y,landmark_15_x,landmark_15_y,landmark_16_x,landmark_16_y,landmark_17_x,landmark_17_y,landmark_18_x,landmark_18_y,landmark_19_x,landmark_19_y,landmark_20_x,landmark_20_y,landmark_21_x,landmark_21_y,landmark_22_x,landmark_22_y,landmark_23_x,landmark_23_y,landmark_24_x,landmark_24_y,landmark_25_x,landmark_25_y,landmark_26_x,landmark_26_y,landmark_27_x,landmark_27_y,landmark_28_x,landmark_28_y,landmark_29_x,landmark_29_y,landmark_30_x,landmark_30_y,landmark_31_x,landmark_31_y,landmark_32_x,landmark_32_y
0,0.44351846,0.206289768,0.449581236,0.188158333,0.45138976,0.188183412,0.453765661,0.188338041,0.450975627,0.18793492,0.453296214,0.187832505,0.455507487,0.187825724,0.466174304,0.198214173,0.467404872,0.197864026,0.446763664,0.224739626,0.447386205,0.225813538,0.454161644,0.295092732,0.493637681,0.308713257,0.382233232,0.280116081,0.532042861,0.375661194,0.424315602,0.340417445,0.482036412,0.385611653,0.426808417,0.352922618,0.468734175,0.383705646,0.441166759,0.365872979,0.46141085,0.377843946,0.438782036,0.360965848,0.466378421,0.37983501,0.44439885,0.569922745,0.431414187,0.566217303,0.452023983,0.750488997,0.396750331,0.73698777,0.477140456,0.907181144,0.376395553,0.896749377,0.477959841,0.927520514,0.382042438,0.926681042,0.473604798,0.96165061,0.356874317,0.953158677
0,0.431813389,0.183913857,0.43980363,0.167721376,0.444493294,0.168771103,0.449644953,0.170166567,0.425513655,0.167263925,0.420387805,0.167831719,0.417200059,0.168373093,0.453269511,0.180956259,0.416150719,0.178295851,0.44004631,0.204619989,0.425425321,0.203284055,0.476231903,0.297316074,0.384118438,0.281232357,0.504653752,0.385164559,0.337626457,0.377376229,0.488257319,0.460278273,0.354477257,0.458951503,0.480859101,0.488038063,0.354503512,0.492993563,0.476799548,0.483722419,0.361584216,0.487720758,0.47688821,0.474264681,0.364966422,0.476184368,0.446564227,0.565274239,0.389389962,0.558941722,0.452227384,0.741672516,0.369071096,0.735165358,0.44997701,0.893000364,0.348558635,0.89209789,0.443937868,0.909844041,0.352766573,0.910530567,0.460390449,0.957185745,0.325908452,0.960754633
0,0.469556838,0.213620767,0.473686874,0.19425641,0.475192606,0.194529176,0.476703852,0.194806755,0.467388541,0.189090729,0.464248061,0.185009897,0.459725857,0.179806203,0.462702692,0.191801772,0.442464143,0.170961559,0.465655535,0.226833954,0.458193123,0.219726384,0.445404977,0.288876802,0.396273702,0.259489149,0.405769229,0.38920182,0.320198894,0.336918205,0.417782933,0.459013999,0.36095798,0.442406684,0.413694322,0.476812869,0.36514762,0.472049206,0.416326821,0.484985471,0.372765064,0.468151331,0.417283326,0.469522625,0.373555392,0.458958834,0.431186259,0.555590808,0.39295122,0.552233756,0.428792417,0.73272568,0.378306538,0.739617944,0.412113518,0.90518415,0.341526866,0.904172778,0.397419423,0.9271487,0.331545681,0.921220243,0.457748026,0.954858303,0.327423543,0.971087754
0,0.48449555,0.225493908,0.487928301,0.206572637,0.488129795,0.206087604,0.488366604,0.205524147,0.483461499,0.202340633,0.4812105,0.198863968,0.478869915,0.195051402,0.472762764,0.194927022,0.462664664,0.179463029,0.477361321,0.237556323,0.472677052,0.232770726,0.441539377,0.280519366,0.414832205,0.256527722,0.394845486,0.375080824,0.34329474,0.322511017,0.411256939,0.452031702,0.380862594,0.440364808,0.410650402,0.474217385,0.381487906,0.467752546,0.413238823,0.48110345,0.387376249,0.464839339,0.413867384,0.466207564,0.388376713,0.455189824,0.431964874,0.554262638,0.407927394,0.550192833,0.430759937,0.731308281,0.408947319,0.741056144,0.412240624,0.910225511,0.385516524,0.939078033,0.398241878,0.939523041,0.36789912,0.963654935,0.456062645,0.949971378,0.418955386,0.991128981
0,0.482316047,0.218127564,0.484227955,0.199180946,0.483676553,0.198484391,0.48309505,0.198458329,0.482828647,0.196801886,0.481177241,0.194328055,0.478856057,0.19125089,0.468315691,0.184192777,0.461824328,0.178752601,0.473568141,0.231771499,0.471197248,0.228005677,0.43353039,0.267076969,0.412492126,0.255837411,0.373417467,0.3510409,0.344941586,0.329216838,0.406514257,0.443222106,0.388242036,0.440078467,0.404616863,0.470948488,0.388494641,0.473181039,0.40760833,0.475069791,0.394683897,0.469758838,0.407939285,0.462411165,0.395795703,0.460567445,0.426108778,0.550610065,0.408291399,0.551208854,0.425753206,0.733510673,0.407084674,0.747969508,0.408197612,0.913774014,0.387124032,0.952897012,0.394383848,0.941583097,0.374225706,0.974269867,0.444520384,0.942469418,0.425392032,1.015477777
0,0.450448424,0.182729185,0.457944483,0.160687327,0.463968813,0.161263838,0.468647689,0.16144903,0.445061713,0.157685906,0.440385342,0.155705705,0.435073972,0.153548256,0.474584728,0.167726383,0.425691336,0.154621318,0.457937896,0.202895403,0.442021638,0.199402139,0.49498564,0.279122889,0.388075322,0.269767523,0.536354005,0.364503115,0.339161992,0.369874269,0.507135689,0.431633145,0.387030631,0.443216592,0.497561961,0.457655579,0.397352308,0.469233811,0.494590372,0.444666803,0.401252836,0.459204793,0.495793313,0.435067147,0.398050487,0.450478047,0.474245757,0.559634566,0.415747583,0.56169194,0.47767356,0.759966791,0.415238827,0.763616562,0.478001088,0.935163796,0.414157867,0.937276006,0.473690391,0.951358795,0.417037368,0.955609918,0.48278743,0.991101503,0.415432155,0.994041502
0,0.485828012,0.171158269,0.496172816,0.148007199,0.502298951,0.148337886,0.507154405,0.148672059,0.482402951,0.144569039,0.477502227,0.14244689,0.473450482,0.14066498,0.515548289,0.153392211,0.469411194,0.140995845,0.494422317,0.192231208,0.478609979,0.188304126,0.544938087,0.276002109,0.43414098,0.25158605,0.592986763,0.372594982,0.40320015,0.349597543,0.541262627,0.438529164,0.424056888,0.424398243,0.524877191,0.463500917,0.431430787,0.448981941,0.522098899,0.452116191,0.435895026,0.444871068,0.52731365,0.443475604,0.434868813,0.437001258,0.498801351,0.582951546,0.436435431,0.568589926,0.491049558,0.822610795,0.421840817,0.799462795,0.470505744,0.994605839,0.403585762,0.981075823,0.462432534,1.002646327,0.408332288,0.991436899,0.456274718,1.100160599,0.383713216,1.065528631
0,0.396308035,0.144008711,0.402149737,0.113875508,0.407578617,0.110360876,0.414074868,0.106462248,0.390100569,0.118654095,0.386684507,0.119190045,0.382568955,0.119140185,0.432383686,0.104066223,0.385678023,0.123145565,0.412423551,0.161085159,0.395655841,0.164784133,0.490327954,0.23321037,0.370323062,0.262720168,0.526824057,0.395669043,0.354219764,0.443453163,0.536679626,0.549708784,0.339653432,0.587517917,0.546236455,0.587272465,0.333604693,0.632451355,0.544498444,0.590198338,0.338867217,0.634608924,0.536939085,0.578786612,0.344964504,0.621241927,0.469826698,0.581138849,0.399013013,0.578707099,0.468821257,0.811599374,0.408198386,0.812160671,0.471061051,0.984275997,0.411622345,1.01841712,0.472522557,1.043487191,0.420458406,1.056230187,0.466316879,1.08845377,0.391941518,1.0804106
0,0.376354218,0.113760024,0.376724273,0.083812483,0.37874949,0.079995885,0.380596966,0.076310299,0.376444727,0.085276619,0.37817803,0.082866319,0.37981236,0.080141,0.402005732,0.065037824,0.398292631,0.068565324,0.389664173,0.13068676,0.389398724,0.132161379,0.440490067,0.200678274,0.45428133,0.20779261,0.43659246,0.427335829,0.446971357,0.432294548,0.426156491,0.641463101,0.432833314,0.602737129,0.430652022,0.700314641,0.42790702,0.642450571,0.419730961,0.705533147,0.416846633,0.645774722,0.416165203,0.685762286,0.419413775,0.633873641,0.437219173,0.594959915,0.44542259,0.588331759,0.41937688,0.852513611,0.426968455,0.831752777,0.42545563,1.098511577,0.423472375,1.075006723,0.443864077,1.150106072,0.431651175,1.125255227,0.368711293,1.119944811,0.375935704,1.097749591
0,0.426073015,0.09167286,0.423159271,0.067088135,0.419348747,0.067055412,0.414311022,0.067582093,0.433005542,0.067420661,0.43714726,0.067511648,0.441067576,0.067752145,0.412339896,0.079152502,0.449285358,0.080027141,0.420219332,0.11367131,0.430678993,0.114139736,0.38897571,0.193048462,0.499498844,0.235952765,0.336323202,0.402923554,0.510382473,0.45102042,0.325135529,0.584724665,0.491816729,0.589439452,0.318540394,0.633154631,0.487444699,0.629508317,0.321232736,0.634179056,0.48112902,0.626662433,0.326952666,0.617737591,0.480724216,0.611662924,0.392503321,0.580258369,0.464232355,0.58501029,0.37736398,0.825198174,0.444657207,0.839913309,0.38239029,1.051167488,0.431842685,1.006216884,0.391568661,1.144904375,0.419054806,1.110365391,0.360581517,1.020022035,0.403954655,1.050897121
0,0.403358787,0.158428922,0.398300588,0.139341548,0.394720018,0.139162406,0.390582949,0.139349326,0.409448892,0.139379114,0.413713306,0.139581099,0.417988718,0.140220374,0.385441333,0.147740588,0.421922952,0.15112704,0.398786515,0.176686555,0.409187704,0.178078622,0.345646888,0.245956898,0.465657115,0.277534366,0.317999572,0.406722963,0.473005712,0.465904593,0.317270637,0.558845937,0.45660007,0.56071806,0.309897214,0.599029005,0.455862433,0.594719231,0.316769421,0.600839615,0.446043611,0.581751466,0.322997391,0.585650802,0.445030719,0.570551872,0.357910067,0.592989683,0.427624643,0.613669217,0.3530294,0.829929769,0.425063461,0.864840209,0.335251123,1.024329185,0.393143654,1.11070466,0.334394455,1.140681982,0.380262434,1.169796824,0.326484978,1.011808753,0.399131685,1.101711035
0,0.455089867,0.199646503,0.452391177,0.182794034,0.449209183,0.181440279,0.445981979,0.180219695,0.461082906,0.185577601,0.464409918,0.186732456,0.467775971,0.188181028,0.439151019,0.185636178,0.469139725,0.19797428,0.448966354,0.212971166,0.4578816,0.216184884,0.384231776,0.258599281,0.477214396,0.29894349,0.358727127,0.398665786,0.478350312,0.458398938,0.367559731,0.505405247,0.479759336,0.572328269,0.363743484,0.549840212,0.477216154,0.605537117,0.378606439,0.535381675,0.470897853,0.606477916,0.379277647,0.523753822,0.469344139,0.594879746,0.370157719,0.5690552,0.42600432,0.580852032,0.363677472,0.745838106,0.421210229,0.746343255,0.342083573,0.92547828,0.418056816,0.932487547,0.332388073,0.954757214,0.409444034,0.967238009,0.343798846,0.908035338,0.440886915,0.92223537
0,0.448129714,0.206020638,0.444030344,0.187630326,0.440432727,0.186333999,0.436868489,0.185435757,0.453435719,0.190436393,0.456556231,0.191008672,0.459620267,0.191820472,0.431864202,0.191325307,0.462126315,0.199800178,0.442543983,0.218491539,0.450938523,0.222140133,0.392908156,0.270356983,0.482030332,0.303826839,0.373714626,0.41005379,0.482704341,0.45960629,0.383957356,0.500964999,0.477054536,0.529865324,0.383225143,0.537466645,0.465769172,0.56392163,0.392121941,0.531606853,0.458916187,0.559794307,0.392891675,0.521768451,0.464192241,0.546421587,0.390711248,0.557795286,0.440421671,0.57348913,0.379833877,0.735370219,0.429366738,0.735131562,0.367699921,0.920752525,0.420183808,0.919125617,0.369674146,0.958034515,0.410931468,0.956558764,0.357125074,0.905318677,0.438377738,0.922633529
0,0.434816837,0.205684736,0.431635827,0.188912302,0.428353369,0.188491732,0.425215572,0.188376442,0.43961367,0.189305156,0.442559898,0.189360663,0.445541978,0.189762101,0.421185285,0.193719596,0.451199025,0.199105561,0.43091771,0.219856188,0.438488692,0.221554726,0.389561802,0.279913306,0.477927655,0.304509073,0.369886398,0.417651981,0.485414565,0.458750784,0.376303345,0.510873139,0.475153327,0.538653314,0.375130445,0.540004194,0.470222116,0.571161628,0.382248342,0.539497495,0.462850928,0.568586648,0.381775975,0.530329108,0.463958114,0.555119216,0.38808012,0.558332026,0.43954429,0.572306633,0.380283326,0.734251499,0.432290852,0.739068627,0.368101537,0.919248104,0.421891361,0.924860477,0.367988229,0.951081932,0.413801998,0.95815599,0.358189046,0.901140511,0.441867828,0.92680943
0,0.47008884,0.224568054,0.468986064,0.202781141,0.466758132,0.200255051,0.464485437,0.198033139,0.471833825,0.204706341,0.471976459,0.203855544,0.472308099,0.203091308,0.452600002,0.196493074,0.464179099,0.203412503,0.462509692,0.235288039,0.465852171,0.236199677,0.39805153,0.281499773,0.463442057,0.302999318,0.390315831,0.424611807,0.467977434,0.45288071,0.402994275,0.529115558,0.474676669,0.572055817,0.402894437,0.551610112,0.4745453,0.600400925,0.409289807,0.550170302,0.471759766,0.600618064,0.413091719,0.543942094,0.469709843,0.589950442,0.386058837,0.550792277,0.437058151,0.561851323,0.388585061,0.728394687,0.434462368,0.732257128,0.369315445,0.907946348,0.419776112,0.910247505,0.363381058,0.938508213,0.40342924,0.943753242,0.369283468,0.900835156,0.454909831,0.9333179
0,0.513589561,0.210399657,0.516471148,0.191682756,0.518553615,0.191938505,0.520354211,0.19227384,0.508951247,0.188536793,0.504314542,0.186630562,0.50015837,0.184501395,0.510508358,0.193554863,0.48309204,0.181388408,0.513479471,0.225958943,0.503791988,0.222505167,0.517437398,0.308988541,0.434440941,0.294269592,0.521622062,0.430403292,0.427663863,0.427828431,0.530911803,0.525280833,0.434999883,0.560720801,0.531045675,0.559659362,0.432643563,0.598088026,0.527991176,0.560124397,0.442528903,0.597532213,0.52627939,0.547866762,0.444372088,0.584011436,0.497154146,0.552291036,0.454466671,0.552062333,0.488584131,0.715270698,0.453649402,0.725318193,0.470189124,0.875461638,0.437938124,0.881069183,0.45778656,0.897233188,0.429339439,0.900043607,0.491651356,0.933299184,0.453943729,0.947913349
0,0.528123975,0.199313641,0.527465045,0.179565564,0.527917445,0.179134116,0.528630197,0.178820565,0.522214174,0.176646858,0.518163502,0.174605176,0.513798594,0.17272222,0.515055537,0.182410151,0.496087402,0.174078688,0.525185347,0.216882274,0.519260287,0.215351313,0.505890012,0.311448872,0.451863587,0.288117141,0.508932352,0.443662912,0.44010669,0.428390294,0.515233397,0.548642397,0.459115475,0.565392315,0.514560044,0.585974276,0.460737854,0.606568933,0.51573205,0.588414311,0.473886341,0.605113149,0.514716506,0.57428354,0.474905849,0.590584219,0.497353435,0.560982466,0.463158548,0.557178795,0.488946766,0.732174993,0.453680605,0.736683607,0.469225347,0.890933871,0.437588751,0.918193817,0.454388887,0.914386451,0.426752925,0.938868165,0.501050234,0.942070186,0.459791839,0.977065504
0,0.52927202,0.1955726,0.528407633,0.174874365,0.529041052,0.174173623,0.529991448,0.173756957,0.523110986,0.172509074,0.519037902,0.170977905,0.514769673,0.169796452,0.516714096,0.178484008,0.496864498,0.173042998,0.526958883,0.213999882,0.520600975,0.213366866,0.506160736,0.309364736,0.459690392,0.289351076,0.510801494,0.445695877,0.455529302,0.440041453,0.519921184,0.553303659,0.474195689,0.572983384,0.520212531,0.590703905,0.477096111,0.613792717,0.522372305,0.592764974,0.48667112,0.61024946,0.521022856,0.579694867,0.486990809,0.596391499,0.500875056,0.566885054,0.470897645,0.564210713,0.491488069,0.736004174,0.459599704,0.743860364,0.466708362,0.889991105,0.439149797,0.923558831,0.451755583,0.913241446,0.426276863,0.945911884,0.492305458,0.938844085,0.461437196,0.979013264
0,0.530666292,0.189063743,0.528511584,0.168511331,0.529040277,0.167954952,0.529808402,0.167614967,0.523172915,0.167046398,0.519405723,0.166398838,0.515178323,0.166261539,0.514728367,0.175019532,0.497032017,0.172517672,0.528023183,0.209482536,0.522842944,0.209186316,0.504449844,0.308249384,0.465172976,0.29068771,0.506525993,0.449656218,0.463039398,0.446295708,0.517858505,0.562235415,0.47614494,0.576016843,0.517456055,0.595778406,0.478932291,0.616390944,0.520055175,0.597446203,0.488434434,0.611848176,0.520140707,0.586214602,0.489023983,0.59935528,0.500541151,0.570599914,0.474354357,0.570537627,0.49191007,0.741307795,0.463787526,0.750486374,0.466326416,0.893203378,0.439174592,0.928404868,0.45049417,0.914702237,0.425504237,0.948484719,0.492335677,0.942436218,0.463415176,0.98179096
0,0.530353904,0.19171004,0.528940737,0.172663435,0.530108869,0.17307815,0.531320989,0.173406079,0.522526801,0.169182435,0.518312156,0.168115571,0.514279485,0.167525306,0.523506641,0.17884624,0.497110546,0.173779473,0.527899802,0.210376516,0.522044837,0.210154504,0.520960569,0.312149465,0.462571025,0.290578514,0.52388829,0.44951725,0.454820782,0.438327461,0.529166639,0.553761065,0.476005971,0.568798244,0.527266204,0.592330992,0.47902137,0.607961416,0.528232515,0.594108284,0.490120322,0.606106997,0.527733922,0.580238104,0.490359634,0.592180192,0.505237997,0.566673636,0.471477121,0.560425401,0.495750517,0.743611157,0.461590797,0.748678803,0.469425768,0.898156345,0.439284116,0.930249333,0.455401897,0.920543849,0.425985873,0.949267566,0.494763643,0.944971204,0.460061282,0.981337965
0,0.472525626,0.174973145,0.481124938,0.159664318,0.486448646,0.161200225,0.490559876,0.163588643,0.468384296,0.158683151,0.464269608,0.158989504,0.46054107,0.159877419,0.497960746,0.177186519,0.455891758,0.170663863,0.48020193,0.199079856,0.466811806,0.196067184,0.532584608,0.310441941,0.42569527,0.288816482,0.547335029,0.453454643,0.405020148,0.424934953,0.553482294,0.561892152,0.401905358,0.538877726,0.552445471,0.598794818,0.398577899,0.576929212,0.547612429,0.596700788,0.405460387,0.581315756,0.544945836,0.582318783,0.408782929,0.565823317,0.501165807,0.571739018,0.44059819,0.558445036,0.485610425,0.746446788,0.436449856,0.74425596,0.4654167,0.890753448,0.434779733,0.921916783,0.457594842,0.903306425,0.438667446,0.941690505,0.460091621,0.960334241,0.422156215,0.975518107
0,0.435407966,0.16943489,0.442763984,0.15000245,0.447568715,0.150062144,0.451679528,0.150909603,0.428866744,0.152273044,0.42507425,0.153239429,0.420801431,0.154829264,0.459479183,0.161891609,0.416861355,0.16584757,0.444371015,0.191152439,0.428865641,0.191969395,0.502148926,0.277073473,0.403580517,0.310352474,0.507768512,0.444659472,0.395428449,0.454995573,0.482875913,0.5516541,0.396451592,0.575822294,0.482856423,0.585589826,0.395556867,0.614931762,0.471877456,0.581444502,0.400122613,0.614434958,0.468814433,0.570303738,0.403585613,0.601474762,0.49589932,0.565468252,0.438303858,0.571266472,0.495582402,0.749849319,0.439650238,0.759055018,0.500042737,0.905721009,0.437950909,0.926840663,0.499942631,0.924469769,0.447204709,0.956369221,0.509075999,0.973821938,0.412357956,0.984834909
